step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1761788471.186903,-0.3355696201324463,-0.538089394569397,-1.0680046081542969,0.453637957572937,0.0,-0.0,0.1,1.0,0.0,0.0,0.0
1,1761788471.1921554,0.04147510603070259,-0.21896709501743317,-0.7361836433410645,0.3235324025154114,0.0,-0.0,0.1,1.0,0.0,0.0,0.0
2,1761788471.197355,-0.142701655626297,-0.30762743949890137,-0.7582052946090698,0.43401381373405457,-0.0,-0.0,0.1,1.0,-0.0,0.0,-0.0
3,1761788471.2199533,-0.0801180824637413,-0.2022072821855545,-0.7846410870552063,0.37999048829078674,-0.0,-0.0,0.1,1.0,-0.0,0.0,-0.002
4,1761788471.239024,0.018925298005342484,-0.19765610992908478,-0.7565000057220459,0.390983909368515,-0.0,-0.0,0.1,1.0,-0.001,0.0,-0.005
5,1761788471.2590363,-0.17328324913978577,-0.15321755409240723,-0.7608515024185181,0.4228959381580353,-0.0,-0.001,0.1,1.0,-0.001,0.0,-0.01
6,1761788471.2782543,0.31727346777915955,-0.27335435152053833,-0.7563091516494751,0.2707549035549164,-0.0,-0.002,0.1,1.0,0.001,-0.0,-0.014
7,1761788471.2997236,0.023425057530403137,-0.26625528931617737,-0.675062894821167,0.46626660227775574,-0.0,-0.002,0.1,1.0,0.0,-0.0,-0.017
8,1761788471.3198829,0.13309821486473083,-0.210878387093544,-0.7742049098014832,0.38104572892189026,-0.0,-0.002,0.1,1.0,-0.0,0.0,-0.018
9,1761788471.34161,0.2978789210319519,-0.08313827216625214,-0.7451196312904358,0.2812120020389557,-0.001,-0.002,0.1,1.0,-0.002,0.0,-0.025
10,1761788471.3602097,-0.34675949811935425,-0.1607777327299118,-0.705900251865387,0.5444904565811157,-0.001,-0.003,0.1,1.0,-0.001,0.0,-0.029
11,1761788471.3779695,0.34201961755752563,-0.10174213349819183,-0.8236129879951477,0.3089374005794525,-0.001,-0.004,0.1,1.0,0.003,-0.0,-0.031
12,1761788471.3990562,0.19679325819015503,-0.4402199685573578,-0.6495422124862671,0.39900997281074524,-0.001,-0.004,0.1,0.999,-0.0,0.0,-0.039
13,1761788471.4185784,0.29428988695144653,-0.17420795559883118,-0.7399193048477173,0.3815021812915802,-0.001,-0.005,0.1,0.999,-0.0,-0.0,-0.041
14,1761788471.440258,0.23697687685489655,-0.15511278808116913,-0.7077121734619141,0.430442750453949,-0.001,-0.005,0.1,0.999,0.0,-0.0,-0.045
15,1761788471.4583797,0.28465181589126587,-0.293026328086853,-0.7314044237136841,0.37394845485687256,-0.001,-0.006,0.1,0.999,0.001,-0.0,-0.049
16,1761788471.4782174,0.06479491293430328,-0.1451769322156906,-0.7460327744483948,0.4052671790122986,-0.0,-0.007,0.1,0.998,0.002,-0.0,-0.055
17,1761788471.501619,0.400312602519989,-0.21912483870983124,-0.750961184501648,0.3880823850631714,-0.0,-0.007,0.1,0.998,0.003,-0.0,-0.058
18,1761788471.5192814,0.40253186225891113,-0.21586973965168,-0.6851258873939514,0.4237273037433624,-0.0,-0.007,0.1,0.998,0.002,-0.0,-0.061
19,1761788471.5375347,0.3491455912590027,-0.2057327777147293,-0.7323154211044312,0.39019209146499634,-0.0,-0.008,0.1,0.998,0.003,-0.0,-0.063
20,1761788471.5571954,0.3322255611419678,-0.20423710346221924,-0.7205479145050049,0.4079725444316864,-0.0,-0.008,0.1,0.998,0.004,-0.0,-0.066
21,1761788471.5837584,0.3644261658191681,-0.20401611924171448,-0.7235615253448486,0.40726223587989807,-0.0,-0.009,0.1,0.998,0.004,-0.0,-0.068
22,1761788471.604027,0.378811240196228,-0.21854475140571594,-0.7251134514808655,0.38852444291114807,-0.0,-0.009,0.1,0.998,0.005,-0.0,-0.07
23,1761788471.6224427,0.3683486580848694,-0.20724748075008392,-0.7158395051956177,0.401554673910141,-0.0,-0.009,0.1,0.997,0.006,-0.0,-0.072
24,1761788471.638206,0.33491015434265137,-0.1806073635816574,-0.7355959415435791,0.3965854048728943,-0.0,-0.01,0.1,0.997,0.008,-0.001,-0.075
25,1761788471.6592178,0.35276561975479126,-0.191231831908226,-0.7438457608222961,0.39096060395240784,0.0,-0.011,0.101,0.997,0.011,-0.001,-0.079
26,1761788471.679812,0.26175379753112793,-0.17471517622470856,-0.7566090822219849,0.3776872456073761,0.0,-0.012,0.101,0.997,0.013,-0.001,-0.081
27,1761788471.7028272,0.3843066394329071,-0.217002734541893,-0.747011661529541,0.38695305585861206,0.0,-0.013,0.101,0.996,0.014,-0.001,-0.083
28,1761788471.7220092,0.3778502643108368,-0.22431088984012604,-0.721593976020813,0.39387986063957214,-0.0,-0.013,0.101,0.996,0.015,-0.001,-0.084
29,1761788471.7386427,0.3757372498512268,-0.23355454206466675,-0.7438194751739502,0.37933245301246643,-0.0,-0.013,0.101,0.996,0.017,-0.001,-0.086
30,1761788471.757527,0.3472338914871216,-0.20453782379627228,-0.7415496110916138,0.3768153190612793,-0.0,-0.014,0.101,0.996,0.019,-0.002,-0.089
31,1761788471.77722,0.3157902956008911,-0.1993866115808487,-0.7553080320358276,0.374104768037796,-0.0,-0.015,0.101,0.996,0.021,-0.002,-0.09
32,1761788471.7987192,0.38717973232269287,-0.23616822063922882,-0.7408707141876221,0.383588045835495,-0.0,-0.015,0.101,0.996,0.022,-0.002,-0.092
33,1761788471.818993,0.346839964389801,-0.22697579860687256,-0.7357454299926758,0.3781820833683014,-0.0,-0.016,0.101,0.995,0.024,-0.002,-0.093
34,1761788471.8380961,0.3259088397026062,-0.19767151772975922,-0.7633664608001709,0.35953205823898315,-0.0,-0.016,0.101,0.995,0.026,-0.003,-0.095
35,1761788471.857811,0.2975218594074249,-0.2013341188430786,-0.7441850900650024,0.3870987594127655,-0.0,-0.017,0.101,0.995,0.028,-0.003,-0.096
36,1761788471.8773806,0.3551873564720154,-0.23018509149551392,-0.767014741897583,0.35411712527275085,-0.0,-0.018,0.101,0.995,0.03,-0.003,-0.098
37,1761788471.8994014,0.28634724020957947,-0.2301146686077118,-0.7421314716339111,0.37795713543891907,-0.0,-0.018,0.101,0.995,0.032,-0.003,-0.099
38,1761788471.9203053,0.35426074266433716,-0.2546854019165039,-0.7582529187202454,0.35752198100090027,-0.0,-0.018,0.101,0.995,0.033,-0.003,-0.099
39,1761788471.9412556,0.33321142196655273,-0.22822462022304535,-0.7340385913848877,0.3721988797187805,-0.0,-0.019,0.102,0.994,0.035,-0.004,-0.101
40,1761788471.962568,0.3183133602142334,-0.22114154696464539,-0.7691276669502258,0.34894460439682007,-0.001,-0.019,0.102,0.994,0.037,-0.004,-0.102
41,1761788471.981604,0.3334655463695526,-0.23064956068992615,-0.7451807856559753,0.35229936242103577,-0.001,-0.02,0.102,0.994,0.038,-0.004,-0.103
42,1761788471.9991562,0.2570503354072571,-0.2185887098312378,-0.7676381468772888,0.3569265902042389,-0.001,-0.02,0.102,0.994,0.04,-0.004,-0.104
43,1761788472.0179002,0.3265073299407959,-0.23225213587284088,-0.7658421397209167,0.34633955359458923,-0.001,-0.021,0.102,0.993,0.043,-0.005,-0.106
44,1761788472.040269,-0.1417759656906128,-0.12186595797538757,-0.8284822702407837,0.36606457829475403,-0.001,-0.022,0.102,0.993,0.045,-0.005,-0.106
45,1761788472.0655894,0.393242210149765,-0.2650328278541565,-0.797192394733429,0.32958900928497314,-0.001,-0.022,0.102,0.993,0.045,-0.005,-0.107
46,1761788472.082401,0.33830344676971436,-0.2806486189365387,-0.6801642775535583,0.3771529197692871,-0.001,-0.022,0.102,0.993,0.046,-0.005,-0.107
47,1761788472.0980144,0.3745090961456299,-0.2876514196395874,-0.7566356658935547,0.35883185267448425,-0.001,-0.022,0.102,0.993,0.045,-0.005,-0.107
48,1761788472.1183474,0.2879713773727417,-0.2413358837366104,-0.7255393862724304,0.3523402214050293,-0.001,-0.022,0.102,0.993,0.045,-0.005,-0.109
49,1761788472.1396277,0.30726730823516846,-0.24089772999286652,-0.7676651477813721,0.33851179480552673,-0.001,-0.023,0.102,0.993,0.047,-0.005,-0.11
50,1761788472.1598334,0.2260773628950119,-0.22321219742298126,-0.755229651927948,0.35227280855178833,-0.001,-0.023,0.102,0.993,0.049,-0.005,-0.112
51,1761788472.1788275,0.29750099778175354,-0.23175708949565887,-0.7666487097740173,0.3399277925491333,-0.001,-0.024,0.102,0.992,0.051,-0.006,-0.112
52,1761788472.2001188,0.2979417145252228,-0.25225967168807983,-0.7402212619781494,0.3445782959461212,-0.001,-0.024,0.102,0.992,0.053,-0.006,-0.113
53,1761788472.2187428,0.2856537103652954,-0.24966785311698914,-0.7531055808067322,0.3445996940135956,-0.001,-0.024,0.102,0.992,0.054,-0.006,-0.114
54,1761788472.2404552,0.2523036301136017,-0.2392786592245102,-0.7673680186271667,0.3195142447948456,-0.001,-0.025,0.102,0.992,0.056,-0.006,-0.115
55,1761788472.2586336,0.14062632620334625,-0.1826770156621933,-0.7791863083839417,0.3307240307331085,-0.001,-0.026,0.102,0.991,0.059,-0.007,-0.116
56,1761788472.2782667,0.2798171043395996,-0.2532835304737091,-0.7653690576553345,0.3404305875301361,-0.002,-0.026,0.102,0.991,0.062,-0.007,-0.117
57,1761788472.299328,0.19043667614459991,-0.24037130177021027,-0.7346611022949219,0.35384514927864075,-0.002,-0.027,0.102,0.991,0.064,-0.007,-0.117
58,1761788472.318575,0.2785000205039978,-0.22607557475566864,-0.7877021431922913,0.2973893880844116,-0.002,-0.027,0.102,0.991,0.065,-0.008,-0.118
59,1761788472.338094,0.20040729641914368,-0.23923517763614655,-0.7217873334884644,0.358476847410202,-0.002,-0.028,0.102,0.991,0.067,-0.008,-0.119
60,1761788472.3587675,0.2079497128725052,-0.18894673883914948,-0.8297325968742371,0.24820096790790558,-0.002,-0.028,0.102,0.99,0.069,-0.008,-0.12
61,1761788472.3805609,0.23123306035995483,-0.2371610552072525,-0.7152265310287476,0.35413858294487,-0.002,-0.029,0.103,0.99,0.07,-0.009,-0.121
62,1761788472.4005632,0.22747501730918884,-0.21885515749454498,-0.7952735424041748,0.29218173027038574,-0.002,-0.029,0.103,0.99,0.073,-0.009,-0.121
63,1761788472.4179502,0.08421240746974945,-0.19834282994270325,-0.7618349194526672,0.33391669392585754,-0.002,-0.03,0.103,0.99,0.075,-0.009,-0.123
64,1761788472.4388876,0.22705097496509552,-0.21000099182128906,-0.8137893080711365,0.27648666501045227,-0.002,-0.03,0.103,0.989,0.077,-0.01,-0.124
65,1761788472.4581313,0.1768970787525177,-0.23243774473667145,-0.7284303903579712,0.3302772641181946,-0.002,-0.031,0.103,0.989,0.078,-0.01,-0.124
66,1761788472.4795475,0.2368861585855484,-0.23098161816596985,-0.7955659627914429,0.284083753824234,-0.003,-0.031,0.103,0.989,0.08,-0.01,-0.125
67,1761788472.4998746,0.16427156329154968,-0.23972909152507782,-0.7394086122512817,0.31707513332366943,-0.003,-0.032,0.103,0.989,0.082,-0.01,-0.126
68,1761788472.5216126,0.06546476483345032,-0.15899410843849182,-0.8235831260681152,0.2798367142677307,-0.003,-0.032,0.103,0.988,0.084,-0.011,-0.126
69,1761788472.5406322,0.17782677710056305,-0.20006002485752106,-0.7953653931617737,0.26321056485176086,-0.003,-0.033,0.103,0.988,0.086,-0.011,-0.128
70,1761788472.5590284,0.12415729463100433,-0.22315551340579987,-0.7623858451843262,0.3056025207042694,-0.003,-0.033,0.103,0.988,0.088,-0.011,-0.128
71,1761788472.579871,0.18959349393844604,-0.22928766906261444,-0.7751391530036926,0.29217398166656494,-0.003,-0.033,0.103,0.988,0.09,-0.012,-0.128
72,1761788472.598844,0.029819544404745102,-0.18464161455631256,-0.7737595438957214,0.30037590861320496,-0.003,-0.034,0.103,0.987,0.092,-0.012,-0.128
73,1761788472.6188774,0.1303882598876953,-0.22188596427440643,-0.7884103655815125,0.29022347927093506,-0.003,-0.034,0.103,0.987,0.094,-0.012,-0.128
74,1761788472.6385949,0.08976848423480988,-0.22760233283042908,-0.7459014058113098,0.299908310174942,-0.003,-0.035,0.103,0.987,0.096,-0.012,-0.128
75,1761788472.6583467,0.11272861063480377,-0.1952601671218872,-0.7890015840530396,0.2730701267719269,-0.004,-0.035,0.103,0.987,0.098,-0.013,-0.128
76,1761788472.680051,0.10488219559192657,-0.2260226607322693,-0.7490274906158447,0.2952861487865448,-0.004,-0.036,0.103,0.987,0.1,-0.013,-0.129
77,1761788472.698574,-0.033211033791303635,-0.1547183245420456,-0.8121293783187866,0.2644500434398651,-0.004,-0.036,0.103,0.986,0.102,-0.013,-0.129
78,1761788472.717467,0.08079619705677032,-0.20347663760185242,-0.7668013572692871,0.2867603003978729,-0.004,-0.036,0.103,0.986,0.104,-0.014,-0.129
79,1761788472.7420518,0.09665672481060028,-0.2253074049949646,-0.7513788938522339,0.2891496419906616,-0.004,-0.037,0.103,0.986,0.105,-0.014,-0.129
80,1761788472.7621622,0.05298138037323952,-0.2139061838388443,-0.7583969831466675,0.2884840667247772,-0.004,-0.037,0.103,0.986,0.106,-0.014,-0.129
81,1761788472.779339,0.013259116560220718,-0.1907314509153366,-0.7747983336448669,0.2780054211616516,-0.004,-0.037,0.103,0.986,0.108,-0.014,-0.13
82,1761788472.798665,0.04250726476311684,-0.20251663029193878,-0.7550956606864929,0.28519895672798157,-0.004,-0.038,0.103,0.985,0.111,-0.015,-0.13
83,1761788472.8201373,0.04914676025509834,-0.211856409907341,-0.7520859837532043,0.2858522832393646,-0.004,-0.038,0.103,0.985,0.112,-0.015,-0.13
84,1761788472.8393707,-0.03740758076310158,-0.18431496620178223,-0.765723466873169,0.283735990524292,-0.004,-0.039,0.103,0.985,0.114,-0.015,-0.13
85,1761788472.8608208,-0.04023565724492073,-0.17791223526000977,-0.7927020788192749,0.2645229995250702,-0.005,-0.039,0.103,0.985,0.116,-0.015,-0.131
86,1761788472.8776484,-0.21822136640548706,-0.12539443373680115,-0.80108642578125,0.27620700001716614,-0.005,-0.04,0.103,0.984,0.119,-0.016,-0.131
87,1761788472.8984556,0.003075692802667618,-0.1978757530450821,-0.7940369844436646,0.26194754242897034,-0.005,-0.04,0.103,0.984,0.121,-0.016,-0.132
88,1761788472.919676,-0.007752139121294022,-0.21699650585651398,-0.7246608734130859,0.27871689200401306,-0.005,-0.04,0.103,0.984,0.122,-0.016,-0.132
