step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1761786520.7099154,0.4466358721256256,-0.3504115045070648,-0.9756031036376953,0.3333403766155243,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
1,1761786520.713675,0.5283812284469604,-0.22903726994991302,-0.8403590321540833,0.20435237884521484,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
2,1761786520.731318,0.534630537033081,-0.2349342256784439,-0.8621840476989746,0.24521629512310028,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
3,1761786520.7522364,0.5360064506530762,-0.23404820263385773,-0.8523094654083252,0.24226181209087372,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
4,1761786520.7704725,0.5364327430725098,-0.23505158722400665,-0.852060854434967,0.24599455296993256,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
5,1761786520.793931,0.537797749042511,-0.2355516403913498,-0.847832441329956,0.24994049966335297,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
6,1761786520.8116882,0.5381733179092407,-0.23616300523281097,-0.8459753394126892,0.25226327776908875,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
7,1761786520.831881,0.5395182371139526,-0.23680534958839417,-0.8421496748924255,0.25669118762016296,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
8,1761786520.853261,0.5398464798927307,-0.23743493854999542,-0.8402516841888428,0.25886183977127075,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
9,1761786520.87152,0.5411327481269836,-0.2380913645029068,-0.8363186120986938,0.26331865787506104,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
10,1761786520.8922544,0.5415142774581909,-0.23873783648014069,-0.8344204425811768,0.26568111777305603,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
11,1761786520.9127526,0.5424914360046387,-0.23939204216003418,-0.8303219079971313,0.2698666751384735,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
12,1761786520.9316404,0.5430734157562256,-0.24007552862167358,-0.828437328338623,0.2723769247531891,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
13,1761786520.954439,0.544002890586853,-0.24073198437690735,-0.8242039084434509,0.27676382660865784,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
14,1761786520.9710803,0.5445351004600525,-0.24161387979984283,-0.8221738338470459,0.2789369821548462,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
15,1761786520.9933858,0.5451632738113403,-0.24207670986652374,-0.8178408145904541,0.2834146320819855,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
16,1761786521.012806,0.5456877946853638,-0.24276793003082275,-0.8158495426177979,0.2859530746936798,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
17,1761786521.031703,0.5464555025100708,-0.243478462100029,-0.8113657236099243,0.29024723172187805,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
18,1761786521.0515602,0.5469064116477966,-0.2442370355129242,-0.8096579909324646,0.2927733361721039,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
19,1761786521.072519,0.5476420521736145,-0.24490639567375183,-0.804695725440979,0.29713454842567444,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
20,1761786521.0953152,0.5478238463401794,-0.24563677608966827,-0.8028443455696106,0.2995515763759613,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
21,1761786521.1120102,0.5485156774520874,-0.24642039835453033,-0.7981667518615723,0.3039189279079437,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
22,1761786521.1324337,0.54884934425354,-0.24714969098567963,-0.7962778210639954,0.30646583437919617,0.002,-0.012,0.1,0.994,-0.0,0.0,-0.109
23,1761786521.1529403,0.5493369698524475,-0.24867597222328186,-0.7914957404136658,0.31093671917915344,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
24,1761786521.172214,0.5495115518569946,-0.24871744215488434,-0.7895765900611877,0.31316468119621277,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
25,1761786521.1919286,0.5499767065048218,-0.24921815097332,-0.7841599583625793,0.31799718737602234,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
26,1761786521.2146711,0.5483125448226929,-0.2489912062883377,-0.7826343178749084,0.32087796926498413,0.002,-0.012,0.1,0.994,0.0,-0.0,-0.109
