step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1761144285.5681343,0.0,0.0,0.049999999999307376,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.5966036,0.0,0.0,0.09874999849991625,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.630189,0.0,0.0,0.14628124826221578,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.6643567,0.0,0.0,0.1926242168152235,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.6978567,0.0,0.0,0.23767477245407953,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.7327166,0.0,0.0,0.2599329507581752,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.7634144,0.0,0.0,0.2641520506542133,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.7969544,0.0,0.0,0.2649481681734918,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.832641,0.0,0.0,0.2650983905721435,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.8655996,0.0,0.0,0.2651267365996376,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.902226,0.0,0.0,0.26513208531780985,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.9335701,0.0,0.0,0.26513309458748774,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.9645631,0.0,0.0,0.2651332850303725,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144285.9984908,0.0,0.0,0.265133320965747,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144286.032004,0.0,0.0,0.26513332774653553,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144286.067661,0.0,0.0,0.26513332902603837,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
0,1761144286.0983973,0.0,0.0,0.26513332926745475,0.0,0.0,0.0,0.1,1.0,-0.0,0.0,-0.0
