step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761631597.8749988,-0.00010242828431339606,8.684547007576752e-06,0.049999999999683714,-0.006326487456432202,-0.0010242828431339605,8.684547007576751e-05,0.4999999999968372,-0.06326487456432202,0.051,-0.011,-0.027,0.999,0.02,-0.009,0.035,0.005,-0.001,-0.012,0.009,0.001,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0055,0.0051,0.005,0.0
0,1761631597.906226,-0.050079767226979655,0.04872751399428962,0.0924999993996021,0.03079119145393789,-0.49992703185313264,0.4872013212933318,0.4999999939987093,0.3616870579190526,0.05,-0.011,-0.027,0.999,0.02,-0.009,0.035,-0.012,-0.012,0.01,-0.006,0.006,0.006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0013,0.0052,0.0066,0.0
0,1761631597.9543238,-0.09256676906529482,0.0914070238404413,0.1286249932717269,0.032431655347856796,-0.4999896692236211,0.4998863694529512,0.4999999378206513,0.06259142612009594,0.049,-0.011,-0.026,0.999,0.02,-0.009,0.035,-0.024,-0.007,0.021,-0.013,-0.002,-0.007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0126,0.01,0.0021,0.0
0,1761631597.9695842,-0.028682171421116426,0.02769641720395989,0.1593312438955444,0.07740919177074332,0.4999958228438416,-0.49999553060415225,0.49999999614576524,0.4984228472506505,0.05,-0.011,-0.026,0.999,0.02,-0.009,0.035,0.013,0.001,-0.008,0.01,0.002,-0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0029,0.0014,0.0058,0.0
0,1761631598.006229,-0.07437982431513185,0.07354182921246766,0.18543155662965927,0.0890500812560664,-0.4999997860718288,0.49999874589101745,0.4999999931844652,0.23252268250934588,0.05,-0.011,-0.026,0.999,0.02,-0.009,0.035,-0.004,-0.001,-0.003,-0.011,-0.01,0.007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0048,0.0015,0.0068,0.0
0,1761631598.0356257,-0.013267440490961596,0.01256143212437466,0.20761678710043843,0.12552759359083202,0.4995541017690047,-0.4994912270622284,0.4999996396522803,0.4983502452317557,0.05,-0.011,-0.026,0.999,0.02,-0.009,0.035,-0.006,0.001,0.013,0.017,0.015,-0.001,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0016,0.0022,0.0055,0.0
0,1761631598.081953,-0.06127686320554617,0.06067474361968734,0.2264742657958687,0.11108760795970656,-0.49999538788228826,0.4999752631396887,0.4999999676049608,0.043891534074993466,0.05,-0.012,-0.026,0.999,0.02,-0.009,0.035,0.007,-0.003,-0.01,-0.005,-0.006,-0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0082,0.0038,0.0101,0.0
0,1761631598.1059744,-0.0020854514285531325,0.0015738385078270661,0.24250312529323262,0.14442343826094378,0.499998822961611,-0.49999693568907166,0.499999993667442,0.499989714951932,0.05,-0.011,-0.027,0.999,0.02,-0.009,0.035,0.02,0.025,-0.015,-0.004,-0.003,-0.011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0056,0.0017,0.0059,0.0
0,1761631598.1394844,-0.05177256620555193,0.05133757280462,0.256127655498632,0.12425926463507374,-0.4999993249128176,0.4999981007296699,0.4999999899938429,0.014993421132715345,0.05,-0.011,-0.027,0.999,0.02,-0.009,0.035,-0.008,-0.007,0.006,-0.004,0.005,0.012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0053,0.0042,0.0034,0.0
0,1761631598.1790085,0.005986483022863386,-0.006358643808630993,0.2677084988222088,0.15551824345776505,0.4999316429758252,-0.4999558069255799,0.49999991648371656,0.4989786851795237,0.05,-0.011,-0.026,0.999,0.02,-0.009,0.035,-0.021,-0.01,0.011,-0.006,-0.003,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.12,50.0,300.0,0.0,0.0088,0.0061,0.0045,0.0
