step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761629373.2883375,0.0005598410674974843,-1.4388188482820079e-05,0.04999999966005844,-0.00631918285246837,0.005598410674974843,-0.00014388188482820078,0.49999999660058436,-0.06319182852468369,-0.235,0.009,-0.01,0.995,-0.011,0.028,0.092,0.005,0.002,0.0,-0.004,0.001,-0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.0055,0.0016,0.0044,0.0
0,1761629373.3159406,0.056554064499763725,-0.05031985113613232,0.09499999962549927,0.09025777472818335,0.5605020753901598,-0.5030690176649779,0.4999999993144666,0.9594503929540487,-0.236,0.009,-0.01,0.995,-0.011,0.029,0.092,-0.024,-0.016,0.013,0.004,0.013,0.003,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.0017,0.0013,0.003,0.0
0,1761629373.3553355,0.06395416476959324,-0.13902849822541088,0.1354999985983314,0.14778273872289105,0.13055506719805884,-0.9374063220289178,0.49999998935382045,0.6655074146752605,-0.234,0.008,-0.011,0.995,-0.011,0.028,0.092,0.056,-0.033,-0.037,-0.005,-0.03,0.012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.0048,0.0016,0.0055,0.0
0,1761629373.3908584,0.10421492301016858,-0.06546210499514782,0.17194999670615496,0.17221715551917757,0.4665617471753465,0.5966354340772198,0.49999997967656706,0.39212690668575656,-0.235,0.01,-0.01,0.995,-0.011,0.028,0.092,-0.027,0.056,0.027,-0.003,0.019,-0.025,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.0028,0.0039,0.0076,0.0
0,1761629373.4188442,0.07477825369036853,-0.07854827130700916,0.2047549966143119,0.1850492973437848,-0.19015177018783186,-0.19632376811376107,0.49999999578772436,0.30053857376524995,-0.235,0.009,-0.01,0.995,-0.011,0.028,0.092,-0.001,-0.014,-0.007,-0.001,-0.008,0.009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.0053,0.0011,0.0026,0.0
0,1761629373.4554968,0.06787725317802705,-0.05381986762152706,0.23427949470480477,0.18561238290666235,0.005768248566953682,0.16873576554781167,0.49999997751924086,0.19068015297256002,-0.236,0.009,-0.01,0.995,-0.011,0.029,0.092,-0.015,0.003,0.004,0.006,0.011,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.0053,0.0019,0.005,0.0
0,1761629373.4883213,0.060788808606750525,-0.060017131634205065,0.26085154503313746,0.18017458732802036,-0.003007192534738218,-0.1157925077483071,0.4999999979881314,0.1312344271202422,-0.235,0.009,-0.01,0.995,-0.011,0.028,0.092,0.025,0.005,-0.004,-0.009,-0.007,-0.006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.002,0.0043,0.0055,0.0
0,1761629373.5285215,0.05073904042017512,-0.044370381461568,0.284766389888234,0.17207868038305685,-0.03970887325900349,0.0964503700921657,0.4999999935841031,0.09921551787838498,-0.235,0.009,-0.01,0.995,-0.011,0.029,0.092,-0.008,0.001,-0.003,0.014,0.004,-0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.006,0.0042,0.0086,0.0
0,1761629373.5522654,0.0497387148933046,-0.041213152276075804,0.3062897508987309,0.16598509449634052,0.040735785151469805,-0.01279808960664601,0.4999999999932032,0.11114282151589336,-0.235,0.009,-0.01,0.995,-0.011,0.029,0.092,-0.008,-0.004,0.003,-0.0,0.001,0.007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.0033,0.0024,0.0035,0.0
0,1761629373.596138,0.05819503515108241,-0.059736340259213226,0.3256607758077566,0.16158347921405586,0.13430191747108267,-0.22644503210745004,0.499999999988988,0.12196894167349333,-0.235,0.009,-0.01,0.995,-0.011,0.029,0.092,0.003,0.001,0.003,-0.01,0.0,-0.007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,25.0,0.25,0.12,50.0,300.0,0.0,0.007,0.004,0.0083,0.0
