step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1761740075.975926,-0.24721424281597137,0.2666872441768646,-0.9186269044876099,-0.008497150614857674,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
1,1761740075.9790235,-0.0534244105219841,0.021248487755656242,-0.9051127433776855,0.003970760852098465,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
2,1761740075.9819157,-0.08717245608568192,0.03848671913146973,-0.8901333808898926,-0.05016401410102844,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
3,1761740075.9897542,-0.08252111822366714,0.05245479941368103,-0.8927738666534424,-0.04063250496983528,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
4,1761740075.999448,-0.07959935069084167,0.050598494708538055,-0.8888574838638306,-0.04018906503915787,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
5,1761740076.0107028,-0.07755770534276962,0.052505865693092346,-0.8831570148468018,-0.04220166802406311,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
6,1761740076.0231192,-0.07675967365503311,0.05564611405134201,-0.8801262974739075,-0.042461518198251724,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
7,1761740076.0325847,-0.07408224791288376,0.05739425867795944,-0.8746994733810425,-0.04347493499517441,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
8,1761740076.042306,-0.07320058345794678,0.06007743626832962,-0.8713876008987427,-0.044112540781497955,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
9,1761740076.0516436,-0.07069450616836548,0.06246848404407501,-0.8660926818847656,-0.04490635544061661,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
10,1761740076.0612097,-0.06965962797403336,0.06516724824905396,-0.8627887964248657,-0.045273277908563614,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
11,1761740076.071977,-0.0669163390994072,0.06703680008649826,-0.8572268486022949,-0.046216513961553574,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
12,1761740076.0805588,-0.06618829816579819,0.0702824592590332,-0.853988766670227,-0.04650656133890152,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
13,1761740076.0909543,-0.06338981539011002,0.07242513447999954,-0.848490834236145,-0.04726443812251091,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
14,1761740076.1007426,-0.06267727166414261,0.07553829997777939,-0.845077633857727,-0.047660503536462784,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
15,1761740076.1106014,-0.0597153976559639,0.07767819613218307,-0.8395434021949768,-0.0481245331466198,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
16,1761740076.120567,-0.05876300483942032,0.0804603323340416,-0.8360207080841064,-0.048539865761995316,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
17,1761740076.12912,-0.05619094520807266,0.0831090584397316,-0.8303608298301697,-0.04938733950257301,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
18,1761740076.1392815,-0.055428192019462585,0.08639995753765106,-0.826945960521698,-0.049461860209703445,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
19,1761740076.1494005,-0.0525984913110733,0.08852948248386383,-0.8211015462875366,-0.05023818835616112,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
20,1761740076.1603444,-0.051711976528167725,0.0920146256685257,-0.817730724811554,-0.0500909797847271,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
21,1761740076.1710725,-0.04888337105512619,0.09420749545097351,-0.8118102550506592,-0.05081701651215553,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
22,1761740076.1809711,-0.04814675450325012,0.09784939140081406,-0.8083626627922058,-0.05087864026427269,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
23,1761740076.191061,-0.04553017020225525,0.10055863112211227,-0.802506148815155,-0.05122761055827141,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
24,1761740076.200876,-0.044464558362960815,0.10353609919548035,-0.798827052116394,-0.05120616778731346,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
