step,timestamp,u0,u1,u2,u3,u0_rate,u1_rate,u2_rate,u3_rate,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz,pose_vx,pose_vy,pose_vz,pose_avx,pose_avy,pose_avz,traj_x_ref,traj_y_ref,traj_z_ref,traj_qw_ref,traj_qx_ref,traj_qy_ref,traj_qz_ref,est_param_thrust_ratio,est_param_drag_coeff_z,est_param_tau_rate,est_param_centre_rate_deg,est_param_max_rate_deg,est_param_rate_expo,MPC_setup_time,MPC_solve_time,Visualisation_time,UKF_update_time
0,1761803291.971288,-0.00032771705234933504,0.00024154629249428583,0.05000000004410951,-0.004092335808168079,-0.00327717052349335,0.002415462924942858,0.5000000004410949,-0.04092335808168079,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.039,0.004,-0.001,-0.01,0.003,-0.018,0.007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0035,0.0026,0.0026,0.0
0,1761803292.0003145,0.049465899474278326,-0.02650841691829695,0.09949999943006713,0.03765364879145477,0.49790339356104163,-0.26747547747866285,0.4999999938639872,0.41705061241541164,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.038,0.006,0.006,0.005,0.006,0.011,-0.012,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.001,0.001,0.0026,0.0
0,1761803292.0377035,0.07853289642172524,-0.030362389444900422,0.14850499920703947,0.06161488294527813,0.2956165594218969,-0.0411905669578644,0.49999999771273035,0.24337770641737905,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.038,0.0,0.002,0.002,0.001,0.005,-0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0025,0.0024,0.0034,0.0
0,1761803292.0711622,0.09312766374131007,-0.02483093552041376,0.19701994913731952,0.075225586667921,0.15380096283802078,0.05227830030037661,0.49999999922350424,0.14226852552095645,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.039,0.004,-0.001,-0.017,-0.019,-0.025,0.013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0032,0.002,0.0035,0.0
0,1761803292.1043274,0.08865021668670246,-0.02844564865112343,0.24504969589879005,0.07995632766285068,-0.03546170417194501,-0.03863022485913811,0.49999946252843713,0.05482996861608902,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.039,0.005,-0.008,0.015,0.014,0.016,0.004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.003,0.0024,0.003,0.0
0,1761803292.1369784,0.09178243622763042,-0.015373855520542202,0.29250842112871017,0.07861626117761444,0.040187217077949894,0.12787336644069994,0.49909222188907987,-0.005405032086077503,0.073,-0.026,-0.355,0.999,-0.021,-0.001,0.038,-0.013,0.002,-0.001,0.005,-0.001,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0032,0.0019,0.0027,0.0
0,1761803292.1713526,0.08960864588731421,-0.02114970842184493,0.3161041205309821,0.07720659628450352,-0.012559659780399218,-0.05929591456508154,0.26520783613559046,-0.006235022813347743,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.039,0.015,-0.001,0.002,0.0,-0.0,0.011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0033,0.002,0.0035,0.0
0,1761803292.204766,0.08350377515268949,-0.01034104364334849,0.3124263863284343,0.07065400948529967,-0.052087842757515906,0.1059716769427799,-0.005166929972380288,-0.05780520836358814,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.038,-0.007,0.005,-0.004,0.009,-0.001,-0.017,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0034,0.0019,0.0036,0.0
0,1761803292.2374346,0.08510403896497129,-0.005982156858035562,0.29842859510811776,0.06889965786989935,0.024353015638086922,0.04255476348879443,-0.10873527357032171,-0.010478115205473246,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.039,-0.002,-0.001,-0.01,-0.009,-0.018,0.008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0033,0.0019,0.0031,0.0
0,1761803292.2686589,0.08371565813844163,-0.019297250312164914,0.2817251778154316,0.0672288495567757,-0.005373404368799434,-0.13374915022709707,-0.13719131341604943,-0.009818117344246771,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.039,-0.01,-0.003,0.014,0.006,0.03,-0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0033,0.001,0.0019,0.0
0,1761803292.3026958,0.09698418856517887,-0.02742752729010932,0.2687088377175834,0.06495738998401623,0.14105687008121662,-0.08323249481066057,-0.10199088319693828,-0.015991710771917154,0.074,-0.026,-0.354,0.999,-0.021,-0.001,0.038,0.007,0.01,0.01,-0.01,0.013,-0.01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.002,0.0018,0.0029,0.0
0,1761803292.3352087,0.09305733369551526,-0.01878297228771335,0.2614753300285648,0.06592971796392223,-0.029570129840118364,0.0837027972949487,-0.04546419311842738,0.01621901879746153,0.074,-0.026,-0.355,0.999,-0.021,-0.001,0.039,-0.007,0.005,0.004,0.009,-0.006,0.002,0.0,0.0,0.0,1.0,0.0,0.0,0.0,42.0,0.5,0.12,100.0,100.0,0.0,0.0023,0.0012,0.0026,0.0
