step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1761189901.8713868,0.0,0.0,-0.4547980749136967,-0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
1,1761189901.8776093,0.0,0.0,-0.45273005886522566,-0.0,-0.0,0.0,0.1,1.0,-0.0,-0.0,-0.0
2,1761189901.885829,0.0,0.0,-0.45854289778688384,-0.0,-0.0,-0.0,0.1,1.0,0.0,-0.0,0.0
3,1761189901.8945918,0.0,0.0,-0.4630422608801872,-0.0,-0.0,-0.0,0.1,1.0,0.0,-0.0,0.0
4,1761189901.902353,0.0,0.0,-0.4796967482017246,-0.0,-0.0,-0.0,0.101,1.0,-0.0,0.0,-0.0
5,1761189901.9120655,0.0,0.0,-0.5052117245487059,-0.0,-0.0,-0.0,0.101,1.0,-0.0,0.0,-0.0
6,1761189901.9183965,0.0,0.0,-0.5947641203439389,-0.0,-0.0,-0.0,0.102,1.0,-0.0,0.0,-0.0
7,1761189901.9268243,0.0,0.0,-0.5467353959349502,-0.0,-0.0,-0.0,0.104,1.0,-0.0,0.0,-0.0
8,1761189901.9352157,0.0,0.0,-0.5161047534357122,-0.0,-0.0,-0.0,0.105,1.0,-0.0,0.0,-0.0
9,1761189901.9440305,0.0,0.0,-0.5202812203878782,-0.0,-0.0,-0.0,0.106,1.0,-0.0,0.0,-0.0
10,1761189901.9521108,0.0,0.0,-0.5073825015714308,-0.0,-0.0,-0.0,0.107,1.0,-0.0,0.0,-0.0
11,1761189901.9620814,0.0,0.0,-0.5214100372362585,-0.0,-0.0,-0.0,0.108,1.0,-0.0,0.0,-0.0
12,1761189901.9698055,0.0,0.0,-0.5124517459048757,-0.0,-0.0,-0.0,0.109,1.0,-0.0,0.0,-0.0
13,1761189901.9777553,0.0,0.0,-0.6105417345844155,-0.0,-0.0,-0.0,0.11,1.0,-0.0,0.0,-0.0
14,1761189901.9859962,0.0,0.0,-0.5428108727501035,-0.0,-0.0,-0.0,0.112,1.0,-0.0,0.0,-0.0
15,1761189901.9940608,0.0,0.0,-0.5437036501313826,-0.0,-0.0,-0.0,0.113,1.0,-0.0,0.0,-0.0
16,1761189902.0032437,0.0,0.0,-0.5111027938896121,-0.0,-0.0,-0.0,0.114,1.0,-0.0,0.0,-0.0
17,1761189902.0113547,0.0,0.0,-0.5159359987559556,-0.0,-0.0,-0.0,0.115,1.0,-0.0,0.0,-0.0
18,1761189902.0195632,0.0,0.0,-0.5230623135059687,-0.0,0.0,-0.0,0.115,1.0,-0.0,0.0,-0.0
19,1761189902.026949,0.0,0.0,-0.5167309738312958,-0.0,0.0,0.0,0.116,1.0,-0.0,0.0,-0.0
20,1761189902.0365338,0.0,0.0,-0.5409434199818252,-0.0,0.0,0.0,0.118,1.0,-0.0,0.0,-0.0
21,1761189902.0437028,0.0,0.0,-0.5582655908494429,-0.0,0.0,0.0,0.121,1.0,-0.0,0.0,-0.0
22,1761189902.051793,0.0,0.0,-0.5739404441156659,-0.0,0.0,0.0,0.123,1.0,-0.0,0.0,-0.0
23,1761189902.0602005,0.0,0.0,-0.5580918775013715,-0.0,0.0,0.0,0.125,1.0,-0.0,0.0,-0.0
24,1761189902.0699263,0.0,0.0,-0.5721194131661991,-0.0,0.0,0.0,0.126,1.0,-0.0,0.0,-0.0
25,1761189902.0779443,0.0,0.0,-0.5099653507864439,-0.0,0.0,0.0,0.127,1.0,-0.0,0.0,-0.0
26,1761189902.086502,0.0,0.0,-0.5364709068206429,-0.0,0.0,0.0,0.128,1.0,-0.0,0.0,-0.0
27,1761189902.094725,0.0,0.0,-0.7143600248886929,-0.0,0.0,0.0,0.13,1.0,-0.0,0.0,-0.0
28,1761189902.1028066,0.0,0.0,-0.5287392346435793,-0.0,0.0,0.0,0.131,1.0,-0.0,0.0,-0.0
29,1761189902.110944,0.0,0.0,-0.5178107295696643,-0.0,0.0,0.0,0.132,1.0,-0.0,0.0,-0.0
30,1761189902.1191432,0.0,0.0,-0.5548240922307024,-0.0,0.0,0.0,0.133,1.0,-0.0,0.0,-0.0
31,1761189902.1300166,0.0,0.0,-0.5668814141529976,-0.0,0.0,0.0,0.134,1.0,-0.0,0.0,-0.0
32,1761189902.1388621,0.0,0.0,-0.4794374692614597,-0.0,0.0,0.0,0.134,1.0,-0.0,0.0,-0.0
33,1761189902.1478562,0.0,0.0,-0.513823880265788,-0.0,0.0,0.0,0.135,1.0,-0.0,0.0,-0.0
34,1761189902.1571403,0.0,0.0,-0.5285081538447931,-0.0,0.0,0.0,0.136,1.0,-0.0,0.0,-0.0
35,1761189902.1645606,0.0,0.0,-0.48671296680453846,-0.0,0.0,0.0,0.137,1.0,-0.0,0.0,-0.0
36,1761189902.1717725,0.0,0.0,-0.4948298612417692,-0.0,0.0,0.0,0.138,1.0,-0.0,0.0,-0.0
37,1761189902.1787214,0.0,0.0,-0.486528307824564,-0.0,0.0,0.0,0.139,1.0,-0.0,0.0,-0.0
38,1761189902.1852808,0.0,0.0,-0.529797099118142,-0.0,0.0,0.0,0.143,1.0,-0.0,0.0,-0.0
39,1761189902.1935668,0.0,0.0,-0.5471192699857597,-0.0,0.0,0.0,0.146,1.0,-0.0,0.0,-0.0
40,1761189902.2017682,0.0,0.0,-0.5778990952780636,-0.0,0.0,0.0,0.148,1.0,-0.0,0.0,-0.0
41,1761189902.210259,0.0,0.0,-0.5883200452308669,-0.0,0.0,0.0,0.15,1.0,-0.0,0.0,-0.0
42,1761189902.2187047,0.0,0.0,-0.5176283899668049,-0.0,0.0,0.0,0.151,1.0,-0.0,0.0,-0.0
43,1761189902.2267573,0.0,0.0,-0.572707518083674,-0.0,0.0,0.0,0.153,1.0,-0.0,0.0,-0.0
44,1761189902.235455,0.0,0.0,-0.537813551958234,-0.0,0.0,0.0,0.155,1.0,-0.0,0.0,-0.0
45,1761189902.2440007,0.0,0.0,-0.6047139625302969,-0.0,0.0,0.0,0.157,1.0,-0.0,0.0,-0.0
46,1761189902.25195,0.0,0.0,-0.5556946584340905,-0.0,0.0,0.0,0.158,1.0,-0.0,0.0,-0.0
47,1761189902.2603745,0.0,0.0,-0.4738384586290122,-0.0,0.0,0.0,0.159,1.0,-0.0,0.0,-0.0
48,1761189902.2684298,0.0,0.0,-0.5262906350891714,-0.0,0.0,0.0,0.161,1.0,-0.0,0.0,-0.0
49,1761189902.2770758,0.0,0.0,-0.56101088786654,-0.0,0.0,0.0,0.163,1.0,-0.0,0.0,-0.0
50,1761189902.285924,0.0,0.0,-0.5349774107665438,-0.0,0.0,0.0,0.164,1.0,-0.0,0.0,-0.0
