step,timestamp,u0,u1,u2,u3,pose_x,pose_y,pose_z,pose_qw,pose_qx,pose_qy,pose_qz
0,1761144201.4288886,0.0,0.0,0.049999999999307376,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.4516094,0.0,0.0,0.09874999849991625,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.4860077,0.0,0.0,0.14628124826221578,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.51874,0.0,0.0,0.1926242168152235,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.5529373,0.0,0.0,0.23767477245407953,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.588992,0.0,0.0,0.2599329507581752,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.6179192,0.0,0.0,0.2641520506542133,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.6531446,0.0,0.0,0.2649481681734918,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.6873765,0.0,0.0,0.2650983905721435,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.7207592,0.0,0.0,0.2651267365996376,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.7516644,0.0,0.0,0.26513208531780985,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.785676,0.0,0.0,0.26513309458748774,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.8189528,0.0,0.0,0.2651332850303725,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.849888,0.0,0.0,0.265133320965747,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.8868558,0.0,0.0,0.26513332774653553,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.9182942,0.0,0.0,0.26513332902603837,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.9544032,0.0,0.0,0.26513332926745475,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144201.9849532,0.0,0.0,0.26513332931303174,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.018047,0.0,0.0,0.2651333293216123,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.051032,0.0,0.0,0.2651333293232405,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.0813289,0.0,0.0,0.2651333293235287,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.1150858,0.0,0.0,0.26513332932360284,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.1518219,0.0,0.0,0.2651333293236124,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.1824822,0.0,0.0,0.26513332932360706,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.2176402,0.0,0.0,0.26513332932360534,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.2496545,0.0,0.0,0.2651333293236089,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.2864337,0.0,0.0,0.2651333293236181,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.316154,0.0,0.0,0.2651333293235989,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.3488724,0.0,0.0,0.26513332932359585,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.384511,0.0,0.0,0.265133329323604,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.4223552,0.0,0.0,0.2651333293236181,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.4525726,0.0,0.0,0.26513332932361044,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.4853218,0.0,0.0,0.26513332932360373,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.5169103,0.0,0.0,0.2651333293235944,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.5511017,0.0,0.0,0.2651333293236024,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.5857341,0.0,0.0,0.26513332932360606,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.6187723,0.0,0.0,0.2651333293236206,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.6520524,0.0,0.0,0.2651333293236151,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.6839588,0.0,0.0,0.26513332932360456,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.7198164,0.0,0.0,0.26513332932360695,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.7502496,0.0,0.0,0.2651333293236223,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.784067,0.0,0.0,0.26513332932361355,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
0,1761144202.8185806,0.0,0.0,0.2651333293236115,0.0,0.0,-0.0,0.1,1.0,0.0,0.0,-0.0
1,1761144202.8504791,0.0,-0.09712835746365436,0.25842120111559325,0.0,0.001,-0.0,0.101,1.0,-0.0,0.0,0.0
2,1761144202.8831682,0.0,-0.19396499589814378,0.24784996954591476,0.0,0.008,-0.0,0.106,1.0,-0.0,-0.002,-0.0
3,1761144202.922159,0.0,-0.2013595863748156,0.2433132013634328,0.0,0.018,-0.0,0.113,1.0,-0.0,-0.008,-0.0
4,1761144202.9510474,0.0,-0.21908144951053038,0.23975067900106398,0.0,0.034,-0.0,0.122,1.0,-0.0,-0.015,-0.0
5,1761144202.9839344,0.0,-0.2331676590022685,0.236082082313062,0.0,0.053,-0.0,0.132,1.0,-0.0,-0.023,-0.0
6,1761144203.0213735,0.0,-0.21102247295686635,0.2400589849756335,0.0,0.075,-0.0,0.143,1.0,-0.0,-0.031,0.0
7,1761144203.0540607,0.0,-0.261342773309261,0.23704698273032873,0.0,0.102,-0.0,0.155,0.999,-0.0,-0.041,0.0
8,1761144203.0861468,-0.00037095012269491964,-0.2526947776875278,0.23432209655512817,-4.888885788264914e-05,0.132,0.0,0.168,0.999,-0.0,-0.05,-0.0
9,1761144203.119415,-2.7006768260038315e-05,-0.22673101055121722,0.24006216235968916,-3.646317260659409e-05,0.163,0.0,0.181,0.998,-0.0,-0.06,-0.0
10,1761144203.1529484,-0.0007233898119075168,-0.25620038540072654,0.24337864780577145,0.0006967173495416907,0.197,0.0,0.193,0.998,-0.0,-0.068,-0.0
11,1761144203.1828504,2.6122081152399963e-05,-0.2219954041935513,0.2448153474288595,0.0002842686353175882,0.235,0.0,0.208,0.997,-0.0,-0.079,-0.0
12,1761144203.2199476,6.891523065585391e-05,-0.235435900878455,0.25079301989970676,7.476264164588391e-05,0.275,0.0,0.224,0.996,-0.0,-0.087,-0.0
13,1761144203.2507403,0.0008708971399504188,-0.23638709979183065,0.24984548136657475,-5.639533903793414e-05,0.315,0.0,0.24,0.995,-0.0,-0.096,-0.0
14,1761144203.28385,-0.00025591912903101326,-0.21956068927601508,0.2512967041071516,3.565678373545269e-05,0.355,0.0,0.258,0.995,-0.0,-0.105,-0.0
15,1761144203.3196614,-2.7863753235800597e-05,-0.207262145162107,0.25579429486270583,5.161812705100079e-05,0.399,0.0,0.278,0.994,-0.0,-0.113,-0.0
16,1761144203.3530784,3.754822341423992e-06,-0.221295723337401,0.2557281490600867,2.7598125598029124e-05,0.441,0.0,0.298,0.993,-0.0,-0.121,-0.0
17,1761144203.3826408,5.270388015059048e-06,-0.2187314108248953,0.25324671365058354,1.9097846736577636e-05,0.486,0.0,0.322,0.992,-0.0,-0.13,-0.0
